Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
Principal Data Scientist - Advanced Machine Learning,Target,Bengaluru,10-15 Yrs,10.0,15.0,Not Available,,,"Analytical, Business Process, Computer Vision, Data Analysis, Deep Learning, Principal, SQL, Troubleshooting",Data Scientist,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-principal-data-scientist-advanced-machine-learning-target-bengaluru-10-to-15-years-090426501399,Data Scientist
Sr Data Scientist - Advanced Machine Learning,Target,Bengaluru,4-9 Yrs,4.0,9.0,Not Available,,,"Business Process, Computer Science, Data Analysis, Data Structures, Machine Learning, Network Security, Supply Chain, Troubleshooting",Data Scientist,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sr-data-scientist-advanced-machine-learning-target-bengaluru-4-to-9-years-100226503258,Data Scientist
WFM Reporting Analyst,Taskus,Gurugram,1-6 Yrs,1.0,6.0,Not Available,,,"Analytical, Bpo, Data Warehousing, Manual, Operational Support, Power BI, Reporting Analyst, Workforce Management",Business Intelligence,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-wfm-reporting-analyst-taskus-gurugram-1-to-6-years-281022500854,Business Intelligence
AI ML Data Scientist- Scheduled Face To Face Interview,Tata Consultancy Services,Pune,5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Cloud, Data Science, Generative Ai, Machine Learning, PySpark, Python, SQL",Data Scientist,Data Scientist,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-ai-ml-data-scientist-scheduled-face-to-face-interview-tata-consultancy-services-pune-5-to-10-years-300726023786,Data Scientist
AWS Data Engineer - Python & Snowflake,Tata Consultancy Services,"Hyderabad, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"AWS, Data, Data Engineering, Engineering, PySpark, Python, SQL, Snowflake",Data Engineering,Data Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-aws-data-engineer-python-snowflake-tata-consultancy-services-hyderabad-bengaluru-7-to-12-years-300726031874,Data Engineering
Alteryx Workflow Engineers,Tata Consultancy Services,"Hyderabad, Bengaluru",5-10 Yrs,5.0,10.0,13-23 Lacs PA,13.0,23.0,"Alteryx, Alteryx Designer, Alteryx Workflow Engineers, Design, ETL, Workflow",Other,Analytics Engineer,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-alteryx-workflow-engineers-tata-consultancy-services-hyderabad-bengaluru-5-to-10-years-210726008582,Other
Aws Data Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"AWS, Data, PySpark, Python, SQL, Snowflake",Data Engineering,Data Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-aws-data-engineer-tata-consultancy-services-hyderabad-bengaluru-7-to-12-years-300726033717,Data Engineering
Azure Data Engineer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",15-20 Yrs,15.0,20.0,Not Available,,,"Azure Data Factory, Azure Databricks, Data, Factory, Microsoft Azure, PySpark, Python",Data Engineering,Data Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-azure-data-engineer-tata-consultancy-services-hyderabad-pune-bengaluru-15-to-20-years-300726033659,Data Engineering
Azure Data Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Azure Data Factory, Azure Data Lake, Azure Databricks, Azure Synapse, Data Lake, Factory, Microsoft Azure, Python",Data Engineering,Data Engineer,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-azure-data-engineer-tata-consultancy-services-hyderabad-bengaluru-5-to-10-years-290726004993,Data Engineering
"Azure Data Engineer 29th July ,26",Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Azure Data Factory, Bricks, Data Bricks, ETL, Factory, PySpark, Python, SQL",Data Engineering,Etl,Naukri,5 days ago,On-site,https://www.naukri.com/job-listings-azure-data-engineer-29th-july-26-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-190726003870,Data Engineering
Azure ETL Developer,Tata Consultancy Services,Gurugram,7-12 Yrs,7.0,12.0,Not Available,,,"Azure Cloud, Cloud, Development, ETL, Microsoft Azure",ETL / Data Integration,Etl,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-azure-etl-developer-tata-consultancy-services-gurugram-7-to-12-years-130726010287,ETL / Data Integration
Azure ETL Tester,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",8-12 Yrs,8.0,12.0,Not Available,,,"Azure Cloud, Dwh Concepts, ETL, Etl Testing, PySpark, Python, SQL, Sas Testing",ETL / Data Integration,Etl,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-azure-etl-tester-tata-consultancy-services-hyderabad-chennai-bengaluru-8-to-12-years-300626023458,ETL / Data Integration
BO & Power BI Developer - 13th March - Virtual Interview,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,5.0,10.0,"50,000-3 Lacs PA",0.5,3.0,"BI, Bo, Development, Interviewing, Power BI, SAP, SQL, Sap Bo",Business Intelligence,Power Bi,Naukri,5 days ago,On-site,https://www.naukri.com/job-listings-bo-power-bi-developer-13th-march-virtual-interview-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-120326006681,Business Intelligence
Big Data Engineer,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,4.0,9.0,Not Available,,,"Big Data, Data, Hadoop, Hive, SQL",Data Engineering,Data Engineer,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-big-data-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-4-to-9-years-270726006975,Data Engineering
Big Data Engineer - 19th March - Virtual Interview - Pan india,Tata Consultancy Services,"Hyderabad, Bengaluru, Delhi / NCR",8-13 Yrs,8.0,13.0,Not Available,,,"AWS, Amazon Redshift, Apache Spark, Big Data, Interviewing, Pan, Redshift Aws, Scala",Data Engineering,Data Engineer,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-big-data-engineer-19th-march-virtual-interview-pan-india-tata-consultancy-services-hyderabad-bengaluru-delhi-ncr-8-to-13-years-110326009892,Data Engineering
Big Data Engineer - 28th April (Tues) - Virtual Interview,Tata Consultancy Services,"Hyderabad, India, Bengaluru",8-13 Yrs,8.0,13.0,Not Available,,,"AWS, Amazon Redshift, Apache Spark, Big Data, Data, Interviewing, Redshift Aws, Scala",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-big-data-engineer-28th-april-tues-virtual-interview-tata-consultancy-services-hyderabad-bengaluru-india-8-to-13-years-270426001073,Data Engineering
Business Analyst,Tata Consultancy Services,Mumbai(Belapur),10-15 Yrs,10.0,15.0,Not Available,,,"Brd, Business Analytics, Business Requirement Analysis, Frd, Fsd, Requirements, Trade Finance, Trade Life Cycle",Business Analyst,Business Analyst,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-business-analyst-tata-consultancy-services-mumbai-10-to-15-years-270726002897,Business Analyst
Business Analyst,Tata Consultancy Services,"Noida, Greater Noida, Delhi / NCR",5-10 Yrs,5.0,10.0,Not Available,,,"Analytics, Business Analysis, Business Analytics, Dns, Management, Payment Domain, Payments, Stakeholder Management",Business Analyst,Business Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-tata-consultancy-services-noida-greater-noida-delhi-ncr-5-to-10-years-170726015337,Business Analyst
Business Analyst - 4 Aug (Tues)- 5-8Years - Kolkata - Video Interview,Tata Consultancy Services,Kolkata,5-8 Yrs,5.0,8.0,Not Available,,,"Business Analysis, ERP, Interviewing, Management, Scrum, Stakeholder Management, Supply, Supply Chain",Business Analyst,Business Analyst,Naukri,Few hours ago,On-site,https://www.naukri.com/job-listings-business-analyst-4-aug-tues-5-8years-kolkata-video-interview-tata-consultancy-services-kolkata-5-to-8-years-310726012031,Business Analyst
Business Analyst - CBS,Tata Consultancy Services,Thane,10-18 Yrs,10.0,18.0,Not Available,,,"Analytics, BI, Banking, Business Analysis, Business Analytics, Cbs, Power BI",Business Analyst,Business Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-cbs-tata-consultancy-services-thane-10-to-18-years-120726002942,Business Analyst
Business Analyst - Delhi - 4- 10 yr,Tata Consultancy Services,"Noida, New Delhi, Delhi / NCR",4-9 Yrs,4.0,9.0,Not Available,,,"Agile, Analytical, Business Analysis, Critical Care, Critical Thinking, Documentation, Problem Solving, Solution Design",Business Analyst,Business Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-business-analyst-delhi-4-10-yr-tata-consultancy-services-noida-new-delhi-delhi-ncr-4-to-9-years-180726007710,Business Analyst
Data Analyst,Tata Consultancy Services,Mumbai (All Areas),5-10 Yrs,5.0,10.0,Not Available,,,"Analytics, BI, Data, Data Analysis, Data Analytics, Power BI, Python, SQL",Data Analyst,Data Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-mumbai-all-areas-5-to-10-years-200726007470,Data Analyst
Data Analyst,Tata Consultancy Services,Pune,7-12 Yrs,7.0,12.0,Not Available,,,"Analytics, Data, Data Analysis, Data Analytics, Python, SQL",Data Analyst,Data Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-7-to-12-years-220726014487,Data Analyst
Data Analyst,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,6.0,11.0,Not Available,,,"Analysis, Analytics, Banking Domain, Data Analysis, Data Analytics, Data Modeling, Modeling, SQL",Data Analyst,Data Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-analyst-abacus-service-hyderabad-chennai-bengaluru-6-to-11-years-150726011508,Data Analyst
Data Analyst,Tata Consultancy Services,Nagpur,8-11 Yrs,8.0,11.0,Not Available,,,"Data Analysis, ETL, Life Insurance, PL/SQL, Python, SQL, Scripting, Shell Scripting",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-nagpur-8-to-11-years-010726033029,Data Analyst
Data Analyst + SQL skills,Tata Consultancy Services,"India, Bengaluru",4-9 Yrs,4.0,9.0,Not Available,,,"Data, Data Analysis, Google Cloud, Google Sheets, Looker, Plx, SQL, Sheet",Data Analyst,Sql,Naukri,5 days ago,On-site,https://www.naukri.com/job-listings-data-analyst-sql-skills-tata-consultancy-services-bengaluru-india-4-to-9-years-250726015423,Data Analyst
Data Analyst - 10th April - Virtual Interview - Pan India,Tata Consultancy Services,"India, Bengaluru, Mumbai (All Areas)",7-12 Yrs,7.0,12.0,Not Available,,,"Analytics, BI, Data, Data Analysis, Data Analytics, Interviewing, Power BI, Tableau",Data Analyst,Data Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-analyst-10th-april-virtual-interview-pan-india-tata-consultancy-services-bengaluru-mumbai-all-areas-india-7-to-12-years-090426005873,Data Analyst
Data Analyst - 5th Mar (Thursday)- Virtual Interview- Pan India,Tata Consultancy Services,"Kolkata, Hyderabad, India",8-13 Yrs,8.0,13.0,Not Available,,,"Azure Synapse, BI, Data, Data Analysis, Data Modeling, Microsoft Azure, Power BI, SQL",Data Analyst,Data Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-analyst-5th-mar-thursday-virtual-interview-pan-india-tata-consultancy-services-kolkata-hyderabad-india-8-to-13-years-190226007827,Data Analyst
Data Analytics - Hyderabad - (4-8 yr),Tata Consultancy Services,Hyderabad,4-8 Yrs,4.0,8.0,Not Available,,,"Analytics, Data Analysis, Data Analytics, Data Insight, Ignio Alops, Insights, PL/SQL, SQL",Other,Analytics,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-analytics-hyderabad-4-8-yr-tata-consultancy-services-hyderabad-4-to-8-years-070726016257,Other
Data Engineer,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",6-8 Yrs,6.0,8.0,9.5-19.5 Lacs PA,9.5,19.5,"Azure Cloud, Cloud, Data, Data Engineering, Engineering, Microsoft Azure, PySpark",Data Engineering,Data Engineer,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-8-years-210726034489,Data Engineering
Data Engineer (Pyspark) - 6th May -Virtual Interview - Hyderabad,Tata Consultancy Services,Hyderabad,4-8 Yrs,4.0,8.0,Not Available,,,"Apache Spark, Data, Data Engineering, Engineering, Interviewing, PySpark, Python",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-pyspark-6th-may-virtual-interview-hyderabad-tata-consultancy-services-hyderabad-4-to-8-years-050526003823,Data Engineering
Data Engineer (Pyspark) - Virtual Interview - Hyderabad,Tata Consultancy Services,Hyderabad,5-8 Yrs,5.0,8.0,Not Available,,,"Data, Data Engineering, ETL, Engineering, Interviewing, PySpark, Python",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-pyspark-virtual-interview-hyderabad-tata-consultancy-services-hyderabad-5-to-8-years-240426008844,Data Engineering
Data Engineer - 10th April - Virtual Interview - Pan India,Tata Consultancy Services,"Hyderabad, India, Bengaluru",7-12 Yrs,7.0,12.0,"50,000-3 Lacs PA",0.5,3.0,"AWS, Apache Spark, Data Bricks, Data Lakehouse, Data Migration, Python, Redshift, SQL",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-10th-april-virtual-interview-pan-india-tata-consultancy-services-hyderabad-bengaluru-india-7-to-12-years-090426005831,Data Engineering
Data Engineer - AWS Redshift & Data Warehousing,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,6.0,11.0,Not Available,,,"Aws Redshift, Data Engineering, Data Warehousing, ETL, Informatica, SQL, Snaplogic, Snowflake",Data Engineering,Etl,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-engineer-aws-redshift-data-warehousing-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-11-years-200726033861,Data Engineering
Data Engineer - May 9th Drive - Hyderabad,Tata Consultancy Services,Hyderabad,5-10 Yrs,5.0,10.0,Not Available,,,"Azure Data Factory, Azure Data Lake, Azure Databricks, Azure Synapse, Drives, Factory, Microsoft Azure, Python",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-may-9th-drive-hyderabad-tata-consultancy-services-hyderabad-5-to-10-years-040526014501,Data Engineering
Data Engineer - scheduled Face To Face Interview,Tata Consultancy Services,Hyderabad,6-12 Yrs,6.0,12.0,2-40 Lacs PA,2.0,40.0,"Big Data, Data Engineering, Engineering, Hadoop, Interviewing, PySpark, Python, Scala",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-scheduled-face-to-face-interview-tata-consultancy-services-hyderabad-6-to-12-years-290626031749,Data Engineering
Data Engineer _GCP with MongoDB,Tata Consultancy Services,Hyderabad,7-11 Yrs,7.0,11.0,5-11 Lacs PA,5.0,11.0,"Bigquery, Cicd, Data Engineer, Google Cloud, Mongodb, Performance Tuning, Pubsub, Scala",Data Engineering,Data Engineer,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-data-engineer-gcp-with-mongodb-tata-consultancy-services-hyderabad-7-to-11-years-280726005034,Data Engineering
"Data Engineer(Snowflake/ SQL, Python, DWH concepts",Tata Consultancy Services,"Kolkata, Pune",6-11 Yrs,6.0,11.0,Not Available,,,"Azure, Data Warehousing, ETL, Elt, Python, SQL, Snowflake, Talend",Data Engineering,Sql,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-snowflake-sql-python-dwh-concepts-tata-consultancy-services-kolkata-pune-6-to-11-years-160726037350,Data Engineering
Data Scientist,Tata Consultancy Services,Lucknow,10-20 Yrs,10.0,20.0,Not Available,,,"Data Science, Generative Ai, Llm, Machine Learning, Python, Sas, Science, Spss",Data Scientist,Data Scientist,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-lucknow-10-to-20-years-300726027775,Data Scientist
Data Scientist,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",8-12 Yrs,8.0,12.0,Not Available,,,"Artificial Intelligence, Intelligence, Languages, Machine Learning, Natural Language Processing, Process, Processing, Python",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-pune-bengaluru-8-to-12-years-230726009374,Data Scientist
Data Scientist,Tata Consultancy Services,Pune,4-9 Yrs,4.0,9.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Generative Ai, Machine, Machine Learning",Data Scientist,Data Scientist,Naukri,4 days ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-pune-4-to-9-years-270726000026,Data Scientist
Data Scientist,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",6-11 Yrs,6.0,11.0,Not Available,,,"Artificial Intelligence, Data, Data Science, Generative Ai, ML, Machine, Machine Learning, Python",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-11-years-110726011582,Data Scientist
Data Scientist,Tata Consultancy Services,"Hyderabad, Chennai, Mumbai (All Areas)",5-10 Yrs,5.0,10.0,10-20 Lacs PA,10.0,20.0,"Artificial Intelligence, Data, Generation, Generative Ai, Llm, Python, Retrieval Augmented Generation",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-hyderabad-chennai-mumbai-all-areas-5-to-10-years-140726018103,Data Scientist
Data Scientist,Tata Consultancy Services,"Noida, Hyderabad, Pune",5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Data, Intelligence, ML, Machine Learning, Natural Language Processing, Processing, Python",Data Scientist,Data Scientist,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-noida-hyderabad-pune-5-to-10-years-090726029585,Data Scientist
Data Scientist + Adv SQL,Tata Consultancy Services,"Hyderabad, Bengaluru",6-11 Yrs,6.0,11.0,Not Available,,,"Adv, Advance Sql, Advanced Sql Queries, Data Science, Python, Query, SQL, Science",Data Scientist,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-adv-sql-tata-consultancy-services-hyderabad-bengaluru-6-to-11-years-050226006106,Data Scientist
Data Scientist - 30th July (Thursday) - Virtual Interview,Tata Consultancy Services,"Kolkata, Bengaluru",4-8 Yrs,4.0,8.0,Not Available,,,"Data, Data Science, Deep Learning, Machine Learning, Natural Language Processing, Predictive Analytics, Python, Science",Data Scientist,Data Scientist,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-data-scientist-30th-july-thursday-virtual-interview-tata-consultancy-services-kolkata-bengaluru-4-to-8-years-270726031654,Data Scientist
Data Scientist - 9th May Drive - Hyderabad,Tata Consultancy Services,Hyderabad,5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Data Science, Deep Learning, Intelligence, Languages, Natural Language Processing, Process, Processing",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-9th-may-drive-hyderabad-tata-consultancy-services-hyderabad-5-to-10-years-040526014403,Data Scientist
Data Scientist - PLM Ontology - PAN INDIA,Tata Consultancy Services,"Hyderabad, Bengaluru, Delhi / NCR",10-20 Yrs,10.0,20.0,Not Available,,,"Data, Graph, Knowledge Graphs, Ontology, Pan, Plm, Semantic",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-plm-ontology-pan-india-tata-consultancy-services-hyderabad-bengaluru-delhi-ncr-10-to-20-years-210626004784,Data Scientist
Data Scientist -10-12 yr - Delhi,Tata Consultancy Services,"Noida, New Delhi, Delhi / NCR",10-12 Yrs,10.0,12.0,Not Available,,,"Data Science, Data Visualization, Deep Learning, Machine Learning, Power BI, PyTorch, Python, SQL",Data Scientist,Data Scientist,Naukri,6 days ago,On-site,https://www.naukri.com/job-listings-data-scientist-10-12-yr-delhi-tata-consultancy-services-noida-new-delhi-delhi-ncr-10-to-12-years-250526022750,Data Scientist
Data Scientist -Pan India - 23rd July (Thursday) - Virtual Interview,Tata Consultancy Services,"Hyderabad, India, Mumbai (All Areas)",6-11 Yrs,6.0,11.0,Not Available,,,"Data, Data Science, Interviewing, Langchain, Langgraph, Pan, Python, Science",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-pan-india-23rd-july-thursday-virtual-interview-tata-consultancy-services-hyderabad-mumbai-all-areas-india-6-to-11-years-200726034236,Data Scientist
Data Scientist -Pan India- 13th May (Wed) - Virtual Interview,Tata Consultancy Services,"Hyderabad, India, Delhi / NCR",5-10 Yrs,5.0,10.0,Not Available,,,"Data, Data Science, Deep Learning, Machine Learning, Natural Language Processing, Pan, Python, Science",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-pan-india-13th-may-wed-virtual-interview-tata-consultancy-services-hyderabad-delhi-ncr-india-5-to-10-years-110526013627,Data Scientist
Data Scientist AIML,Tata Consultancy Services,"Hyderabad, Bengaluru, Mumbai (All Areas)",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Data, Data Science, Marketing, Martech, Sales, Science",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-hyderabad-bengaluru-mumbai-all-areas-5-to-10-years-220726004519,Data Scientist
Data Scientist AIML,Tata Consultancy Services,"Mumbai, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Science, Intelligence, Machine, Machine Learning, Python",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-mumbai-chennai-bengaluru-5-to-10-years-180726012370,Data Scientist
Data Scientist AIML,Tata Consultancy Services,"Chenani, Bengaluru, Delhi / NCR",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Scientist, Intelligence, Machine, Machine Learning",Data Scientist,Data Scientist,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-chenani-bengaluru-delhi-ncr-5-to-10-years-210726024613,Data Scientist
Data Scientist AIML,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Science, Data Scientist Aiml, Gen, Gen Ai, Python",Data Scientist,Data Scientist,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-260626011888,Data Scientist
Data Scientist AIML,Tata Consultancy Services,Hyderabad,6-11 Yrs,6.0,11.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Science, Data Scientist Aiml, Gen, Gen Ai, Python",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-hyderabad-6-to-11-years-300626014701,Data Scientist
Data Scientist AIML,Tata Consultancy Services,"Hyderabad, Chennai, Mumbai (All Areas)",5-10 Yrs,5.0,10.0,Not Available,,,"Aiml, Artificial Intelligence, Data, Data Scientist Aiml, Intelligence, Machine, Machine Learning",Data Scientist,Analytics Engineer,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-hyderabad-chennai-mumbai-all-areas-5-to-10-years-300726033632,Data Scientist
Data Scientist Machine Learning & Generative AI Berribot,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Artificial Intelligence, Data, Generative Ai, Machine, Machine Learning",Data Scientist,Data Scientist,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-machine-learning-generative-ai-berribot-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-070726020159,Data Scientist
Databricks ETL Testing - 14th July (Tuesday) - Virtual Drive,Tata Consultancy Services,"Hyderabad, Chennai",4-7 Yrs,4.0,7.0,Not Available,,,"Apache Spark, Cloud, Databricks, ETL, Etl Testing, Google Cloud, Microsoft Azure, PySpark",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-databricks-etl-testing-14th-july-tuesday-virtual-drive-tata-consultancy-services-hyderabad-chennai-4-to-7-years-090726007195,ETL / Data Integration
Databricks ETL Testing - 3June - Virtual Interview,Tata Consultancy Services,"Hyderabad, Chennai",4-7 Yrs,4.0,7.0,Not Available,,,"Bricks, Data, Data Bricks, ETL, Etl Testing, Interviewing, Software Testing",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-databricks-etl-testing-3june-virtual-interview-tata-consultancy-services-hyderabad-chennai-4-to-7-years-020626003716,ETL / Data Integration
"Databricks, Data Engineer",Tata Consultancy Services,Hyderabad,4-8 Yrs,4.0,8.0,Not Available,,,"Bricks, Data, Data Bricks, Data Engineer, Data Engineering, Engineering",Data Engineering,Data Engineer,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-databricks-data-engineer-tata-consultancy-services-hyderabad-4-to-8-years-290626032976,Data Engineering
ETL & TOSCA Test Engineer,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,5.0,10.0,Not Available,,,"Automation, ETL, Machine, Machine Learning, Python, SQL, Tosca, Tosca Automation",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-etl-tosca-test-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-030726032680,ETL / Data Integration
ETL Developer,Tata Consultancy Services,"Hyderabad, Chennai, Bengaluru",7-12 Yrs,7.0,12.0,Not Available,,,"Development, ETL, Etl Developer, Etl Development, Etl Testing, Software Testing",ETL / Data Integration,Etl,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-etl-developer-tata-consultancy-services-hyderabad-chennai-bengaluru-7-to-12-years-010626006655,ETL / Data Integration
ETL Tester(Robot framework),Tata Consultancy Services,"Pune, Bengaluru, Mumbai (All Areas)",4-7 Yrs,4.0,7.0,Not Available,,,"ETL, Etl Testing, Framework, Python, Robot, Robot Framework, SQL, Software Testing",ETL / Data Integration,Etl,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-etl-tester-robot-framework-tata-consultancy-services-pune-bengaluru-mumbai-all-areas-4-to-7-years-290726019261,ETL / Data Integration
"ETL Testing, DataBricks",Tata Consultancy Services,"Kolkata, Hyderabad, Chennai",8-10 Yrs,8.0,10.0,Not Available,,,"Azure Databricks, Data, Data Bricks, Data Warehousing, ETL, Etl Testing, SQL, Warehouse",ETL / Data Integration,Etl,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-etl-testing-databricks-tata-consultancy-services-kolkata-hyderabad-chennai-8-to-10-years-080726012830,ETL / Data Integration
